Make,Model,Year,Mileage,ImportHistory,FuelEconomy
nissan,nv350,2018,"136,000km",N/A,"2500cc, Diesel, Automatic"
nissan,leaf,2018,"33,000km",Imported,"Electric, Automatic"
nissan,leaf,2018,"17,000km",N/A,"Electric, Automatic"
nissan,leaf,2018,"62,000km",N/A,"Electric, Automatic"
nissan,leaf,2018,"54,000km",N/A,"Electric, Automatic"
mitsubishi,outlander,2018,"60,000km",New Zealand New,"2360cc, Petrol, Automatic"
mitsubishi,outlander,2018,"139,406km",New Zealand New,"Hybrid, Automatic"
mitsubishi,outlander,2018,"19,550km",New Zealand New,"2000cc, Petrol, Automatic"
mitsubishi,outlander,2018,"20,000km",Imported,"2350cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2018,"32,000km",N/A,"1998cc, Petrol, Automatic"
mitsubishi,outlander,2018,"26,550km",N/A,"1998cc, Automatic"
mitsubishi,outlander,2018,"34,750km",N/A,"2400cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2018,"105,300km",New Zealand New,"1998cc, Petrol, Automatic"
mitsubishi,outlander,2018,"52,870km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2018,"60,229km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2018,"74,880km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2018,"74,880km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2018,"54,004km",N/A,"2400cc, Hybrid, Automatic"
mitsubishi,outlander,2018,"44,000km",N/A,"2000cc, Automatic"
mitsubishi,outlander,2018,"77,748km",N/A,"1998cc, Hybrid, Automatic"
mitsubishi,outlander,2018,"22,775km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2018,"64,120km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2018,"45,000km",New Zealand New,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,eclipse-cross,2018,"43,000km",New Zealand New,"1499cc, Petrol, Automatic"
mini,other,2018,N/A,N/A,N/A
mini,countryman,2018,"60,408km",Imported,"1499cc, Hybrid, Automatic"
mini,countryman,2018,"21,751km",New Zealand New,"1500cc, Plug-in hybrid, Automatic"
mini,cooper,2018,"30,000km",Imported,"1500cc, Plug-in hybrid, Automatic"
mercedes-benz,e-350,2018,"19,280km",N/A,"2000cc, Plug-in hybrid, Automatic"
hyundai,tucson,2018,"70,000km",New Zealand New,"1999cc, Petrol, Automatic"
hyundai,tucson,2018,"47,300km",New Zealand New,"1999cc, Petrol, Automatic"
hyundai,santa-fe,2018,"102,000km",New Zealand New,"2199cc, Diesel, Automatic"
bmw,740e,2018,"31,000km",N/A,"2000cc, Plug-in hybrid, Tiptronic"
volkswagen,tiguan,2017,"55,464km",Imported,"1400cc, Petrol, Automatic"
toyota,vitz,2017,"91,053km",N/A,"1496cc, Hybrid, Automatic"
toyota,vitz,2017,"98,100km",Imported,"1496cc, Hybrid, Automatic"
toyota,rav4,2017,"84,626km",New Zealand New,"1986cc, Petrol, Automatic"
toyota,rav4,2017,"84,626km",New Zealand New,"1986cc, Petrol, Automatic"
toyota,prius,2017,"39,000km",N/A,"1800cc, Hybrid, Automatic"
toyota,prius,2017,"48,000km",N/A,"1800cc, Hybrid, Automatic"
toyota,prius,2017,"57,300km",N/A,"1800cc, Hybrid, Automatic"
toyota,prius,2017,"69,600km",N/A,"1800cc, Hybrid, Automatic"
toyota,prius,2017,"58,977km",N/A,"1800cc, Hybrid, Automatic"
toyota,prius,2017,"58,977km",N/A,"1800cc, Hybrid, Automatic"
toyota,prius,2017,"58,977km",N/A,"1800cc, Hybrid, Automatic"
toyota,prius,2017,"8,450km",N/A,"1790cc, Hybrid, Automatic"
toyota,hilux,2017,"150,580km",New Zealand New,"2755cc, Diesel, Automatic"
toyota,c-hr,2017,"42,558km",N/A,"1797cc, Hybrid, Automatic"
toyota,c-hr,2017,"15,439km",N/A,"1797cc, Hybrid, Automatic"
toyota,c-hr,2017,"37,610km",N/A,"1797cc, Hybrid, Automatic"
toyota,c-hr,2017,"43,189km",N/A,"1797cc, Hybrid, Automatic"
toyota,c-hr,2017,"42,558km",N/A,"1797cc, Hybrid, Automatic"
toyota,c-hr,2017,"12,490km",N/A,"1797cc, Hybrid, Automatic"
toyota,c-hr,2017,"76,700km",N/A,"1797cc, Hybrid, Automatic"
toyota,c-hr,2017,"54,660km",N/A,"1797cc, Hybrid, Automatic"
toyota,c-hr,2017,"80,000km",N/A,"1800cc, Hybrid, Automatic"
toyota,c-hr,2017,"27,094km",New Zealand New,"1196cc, Petrol, Automatic"
subaru,xv,2017,"69,000km",N/A,"2000cc, Petrol, Automatic"
renault,koleos,2017,"30,000km",New Zealand New,"2488cc, Petrol, Automatic"
porsche,panamera,2017,"36,897km",N/A,"2900cc, Hybrid, Automatic"
nissan,nv350,2017,"20,000km",N/A,"2500cc, Diesel, Automatic"
nissan,note,2017,"50,413km",Imported,"1200cc, Hybrid, Automatic"
nissan,note,2017,"50,413km",Imported,"1200cc, Hybrid, Automatic"
nissan,leaf,2017,"56,495km",Imported,"Electric, Automatic"
nissan,leaf,2017,"50,000km",N/A,"Electric, Automatic"
mitsubishi,outlander,2017,"71,600km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"44,850km",N/A,"2000cc, Petrol, Automatic"
mitsubishi,outlander,2017,"155,948km",N/A,"1998cc, Hybrid, Automatic"
mitsubishi,outlander,2017,"106,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2017,"65,000km",N/A,"2000cc, Automatic"
mitsubishi,outlander,2017,"65,739km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"74,000km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"23,500km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"35,600km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"82,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2017,"54,737km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2017,"88,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2017,"85,864km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"87,195km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"73,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2017,"52,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2017,"83,663km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"83,663km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"75,275km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"96,884km",N/A,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"32,138km",Imported,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"78,450km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"33,816km",Imported,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"72,000km",N/A,"2000cc, Plug-in hybrid, Tiptronic"
mitsubishi,outlander,2017,"83,200km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2017,"70,089km",Imported,"2000cc, Hybrid"
mitsubishi,outlander,2017,"47,112km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"62,610km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"61,000km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"81,240km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"91,285km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2017,"89,183km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2017,"81,240km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"91,285km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2017,"89,183km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2017,"79,885km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2017,"40,000km",N/A,"2000cc, Automatic"
mitsubishi,outlander,2017,"103,316km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2017,"27,675km",Imported,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2017,"67,819km",N/A,"1990cc, Hybrid, Automatic"
mitsubishi,outlander,2017,"95,986km",N/A,"1990cc, Hybrid, Automatic"
mitsubishi,outlander,2017,"104,632km",New Zealand New,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"14,090km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"44,888km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"128,698km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2017,"17,000km",N/A,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"63,119km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"30,237km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2017,"56,448km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,mirage,2017,"72,350km",N/A,"1200cc, Petrol, Automatic"
mitsubishi,mirage,2017,"30,550km",N/A,"1200cc, Petrol, Automatic"
mitsubishi,mirage,2017,"51,500km",N/A,"1200cc, Petrol, Automatic"
mitsubishi,mirage,2017,"48,600km",N/A,"1200cc, Petrol, Automatic"
mini,other,2017,N/A,N/A,N/A
mini,countryman,2017,"19,150km",N/A,"1500cc, Plug-in hybrid, Automatic"
mini,countryman,2017,"46,585km",New Zealand New,"1500cc, Plug-in hybrid, Automatic"
mini,countryman,2017,"67,800km",N/A,"1490cc, Plug-in hybrid, Automatic"
mini,cooper,2017,"47,486km",Imported,"1500cc, Plug-in hybrid, Automatic"
mini,cooper,2017,"20,500km",N/A,"1500cc, Plug-in hybrid, Automatic"
mercedes-benz,c-350-e,2017,"36,000km",N/A,"1990cc, Plug-in hybrid, Automatic"
mercedes-benz,c-350-e,2017,"31,000km",N/A,"1990cc, Plug-in hybrid, Automatic"
mercedes-benz,c-350-e,2017,"28,000km",N/A,"1990cc, Plug-in hybrid, Automatic"
mercedes-benz,c-350-e,2017,"41,000km",N/A,"1990cc, Plug-in hybrid, Automatic"
mercedes-benz,c-350-e,2017,"71,500km",N/A,"2000cc, Petrol, Automatic"
mazda,6,2017,"119,073km",New Zealand New,"2488cc, Petrol, Automatic"
hyundai,santa-fe,2017,"35,000km",New Zealand New,"2199cc, Diesel, Automatic"
hyundai,santa-fe,2017,"70,000km",New Zealand New,"2199cc, Diesel, Automatic"
hyundai,santa-fe,2017,"107,500km",New Zealand New,"2199cc, Diesel, Automatic"
ford,territory,2017,"88,500km",New Zealand New,"2720cc, Diesel, Automatic"
bmw,x5,2017,"87,060km",N/A,"2000cc, Plug-in hybrid, Automatic"
bmw,x5,2017,"92,000km",New Zealand New,"1997cc, Plug-in hybrid, Automatic"
bmw,740e,2017,"41,000km",N/A,"2000cc, Plug-in hybrid, Tiptronic"
bmw,740e,2017,"40,000km",N/A,"2000cc, Plug-in hybrid, Automatic"
bmw,530e,2017,"25,000km",N/A,"1990cc, Plug-in hybrid, Tiptronic"
bmw,530e,2017,"63,000km",N/A,"1990cc, Plug-in hybrid, Tiptronic"
bmw,530e,2017,"36,000km",N/A,"1990cc, Plug-in hybrid, Automatic"
bmw,530e,2017,"51,500km",N/A,"2000cc, Tiptronic"
bmw,530e,2017,"76,800km",N/A,"2000cc, Tiptronic"
bmw,330e,2017,"73,200km",N/A,"2000cc, Plug-in hybrid, Automatic"
bmw,330e,2017,"33,600km",N/A,"2000cc, Plug-in hybrid, Automatic"
bmw,330e,2017,"88,700km",N/A,"2000cc, Automatic"
bmw,330e,2017,"88,700km",N/A,"2000cc, Automatic"
bmw,330e,2017,"40,115km",N/A,"2000cc, Hybrid, Automatic"
bmw,225xe,2017,"43,746km",N/A,"1500cc, Plug-in hybrid, Automatic"
volkswagen,polo,2016,"51,865km",Imported,"1800cc, Petrol, Automatic"
volkswagen,passat,2016,"72,000km",N/A,"1400cc, Plug-in hybrid, Automatic"
volkswagen,passat,2016,"55,600km",N/A,"1400cc, Automatic"
volkswagen,passat,2016,"72,949km",N/A,"1400cc, Plug-in hybrid, Automatic"
volkswagen,golf,2016,"65,300km",Imported,"1390cc, Hybrid, Automatic"
volkswagen,golf,2016,"18,526km",N/A,"1400cc, Hybrid, Automatic"
volkswagen,golf,2016,"59,722km",N/A,"1400cc, Plug-in hybrid, Automatic"
volkswagen,golf,2016,"89,000km",N/A,"1400cc, Hybrid, Automatic"
volkswagen,golf,2016,"89,000km",N/A,"1400cc, Hybrid, Automatic"
toyota,rav4,2016,"77,921km",New Zealand New,"2494cc, Petrol, Automatic"
toyota,hilux,2016,"101,693km",New Zealand New,"2755cc, Diesel, Automatic"
toyota,hilux,2016,"101,693km",New Zealand New,"2755cc, Diesel, Automatic"
toyota,aqua,2016,"92,100km",N/A,"1496cc, Hybrid, Automatic"
toyota,aqua,2016,"92,100km",N/A,"1496cc, Hybrid, Automatic"
mitsubishi,outlander,2016,"34,189km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"59,000km",Imported,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"12,000km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"58,428km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"61,000km",Imported,"1990cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"66,000km",Imported,"1990cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"80,000km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"61,000km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"52,000km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"125,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2016,"65,050km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2016,"110,380km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"45,000km",New Zealand New,"1998cc, Petrol, Automatic"
mitsubishi,outlander,2016,"54,761km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"54,761km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"67,579km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"107,175km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"67,958km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"97,000km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"53,805km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"42,188km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"63,568km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"69,931km",N/A,"1995cc, Petrol, Automatic"
mitsubishi,outlander,2016,"68,594km",N/A,"1990cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"74,247km",Imported,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2016,"57,250km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"45,441km",Imported,"2000cc, Automatic"
mitsubishi,outlander,2016,"58,684km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"67,379km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"64,500km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2016,"90,500km",N/A,"2000cc, Hybrid"
mitsubishi,outlander,2016,"73,800km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2016,"63,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2016,"35,000km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"43,959km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2016,"56,777km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2016,"69,629km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2016,"98,187km",N/A,"2000cc, Hybrid, Tiptronic"
mitsubishi,outlander,2016,"66,820km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"105,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2016,"69,560km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"68,000km",N/A,"1990cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"44,402km",N/A,"1998cc, Hybrid, Automatic"
mitsubishi,outlander,2016,"79,000km",Imported,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"108,167km",N/A,"2000cc, Petrol, Automatic"
mitsubishi,outlander,2016,"62,267km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"90,441km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"59,000km",Imported,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"43,000km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"21,000km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2016,"85,625km",N/A,"1990cc, Automatic"
mitsubishi,outlander,2016,"102,960km",N/A,"2000cc, Plug-in hybrid, Automatic"
mercedes-benz,c-350-e,2016,"31,000km",N/A,"1990cc, Plug-in hybrid, Automatic"
mercedes-benz,c-350-e,2016,"92,721km",N/A,"2000cc, Plug-in hybrid, Automatic"
mercedes-benz,c-350-e,2016,"110,900km",N/A,"2000cc, Automatic"
hyundai,tucson,2016,"78,000km",New Zealand New,"1995cc, Diesel, Automatic"
hyundai,tucson,2016,"39,000km",New Zealand New,"1591cc, Petrol, Automatic"
hyundai,tucson,2016,"97,000km",New Zealand New,"1995cc, Diesel, Automatic"
bmw,740e,2016,"39,000km",N/A,"1990cc, Plug-in hybrid, Automatic"
bmw,740e,2016,"32,000km",N/A,"1990cc, Plug-in hybrid, Automatic"
bmw,740e,2016,"39,000km",N/A,"1990cc, Plug-in hybrid, Automatic"
bmw,330e,2016,"105,900km",N/A,"2000cc, Automatic"
bmw,330e,2016,"76,700km",N/A,"2000cc, Plug-in hybrid, Automatic"
bmw,330e,2016,"39,000km",N/A,"2000cc, Plug-in hybrid, Automatic"
bmw,225xe,2016,"24,077km",N/A,"1500cc, Plug-in hybrid, Automatic"
bmw,225xe,2016,"18,700km",N/A,"1500cc, Automatic"
bmw,225xe,2016,"51,500km",N/A,"1500cc, Tiptronic"
audi,a3,2016,"12,851km",N/A,"1400cc, Plug-in hybrid, Automatic"
volkswagen,jetta,2015,"56,000km",Imported,"1400cc, Petrol, Automatic"
volkswagen,golf,2015,"75,171km",N/A,"1390cc, Plug-in hybrid, Automatic"
volkswagen,golf,2015,"50,600km",Imported,"Hybrid, Automatic"
volkswagen,golf,2015,"37,500km",N/A,"1400cc, Automatic"
toyota,prius,2015,"104,228km",New Zealand New,"1799cc, Automatic"
toyota,camry,2015,"105,000km",N/A,"2500cc, Hybrid, Automatic"
porsche,macan,2015,"80,000km",New Zealand New,"2967cc, Diesel, Automatic"
nissan,e-nv200,2015,"48,237km",Imported,"Electric, Automatic"
mitsubishi,outlander,2015,"108,851km",N/A,"Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"78,459km",N/A,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"54,913km",Imported,"1998cc, Petrol, Automatic"
mitsubishi,outlander,2015,"41,022km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"36,000km",Imported,"1990cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"96,000km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"66,000km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"44,000km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"97,295km",Imported,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"62,739km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"79,000km",N/A,"1990cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"87,977km",New Zealand New,"1990cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"117,000km",Imported,"1990cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"78,455km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"89,842km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"57,910km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"93,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"31,637km",N/A,"1990cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"66,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"74,908km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"58,040km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"71,000km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"70,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"92,515km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"91,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"99,660km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"55,359km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"86,299km",N/A,"1998cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"94,774km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"127,013km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"84,707km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"84,303km",Imported,"2000cc, Automatic"
mitsubishi,outlander,2015,"102,115km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"43,362km",N/A,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"81,000km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"30,303km",Imported,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"57,800km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"97,754km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"93,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"100,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"35,800km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"22,570km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"82,000km",N/A,"1990cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"94,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"132,888km",New Zealand New,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"81,307km",N/A,"1990cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"94,397km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"81,307km",N/A,"1990cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"94,397km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"37,437km",N/A,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"47,087km",N/A,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"115,400km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"106,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"112,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"68,200km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"102,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"36,910km",Imported,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"86,688km",Imported,"2000cc, Automatic"
mitsubishi,outlander,2015,"78,052km",Imported,"2000cc, Automatic"
mitsubishi,outlander,2015,"85,500km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"45,743km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"75,380km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"57,280km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"78,393km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"114,000km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"60,000km",N/A,"2000cc, Petrol, Automatic"
mitsubishi,outlander,2015,"80,500km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"116,916km",Imported,"1990cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"109,942km",Imported,"1990cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"97,117km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"60,500km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"80,800km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"76,100km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"27,900km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"44,987km",Imported,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"89,700km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"81,000km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"81,700km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"110,234km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"81,700km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"77,500km",Imported,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"78,547km",N/A,"1990cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"61,290km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"97,600km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"103,127km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"31,935km",Imported,"Electric, Automatic"
mitsubishi,outlander,2015,"75,985km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"103,127km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"31,935km",Imported,"Electric, Automatic"
mitsubishi,outlander,2015,"77,961km",N/A,"2000cc, Plug-in hybrid, Automatic"
